tinyId,permissibleValue,valueMeaningDefinition,conceptId,conceptSource,valueMeaningName,codeSystemName,valueMeaningCode,codeSystemVersion
7yxFzGO6pI,5,5,NA,NA,5,NA,NA,NA
7yxGHPmlBCM,2,2,NA,NA,2,NA,NA,NA
7yxgU7_T6I,5,5,NA,NA,5,NA,NA,NA
7yxgUi9o2og,11,NA,NA,NA,11,11,11,NA
7yxHw5o3sl,9,NA,NA,NA,9,9,9,NA
7yxl7D9shog,2,NA,NA,NA,2,2,2,NA
7yxl9Jd3y7x,6,NA,NA,NA,6,5,5,NA
7yXli9cjnsg,2,NA,NA,NA,2,2,2,NA
7yxlnDqjhjg,3,NA,NA,NA,3,3,3,NA
7yxNerop6I,5,5,NA,NA,5,NA,NA,NA
7yXPeFJ_hyXl,5,NA,NA,NA,5,5,5,NA
7yxSi9o3jl,2,NA,NA,NA,2,2,2,NA
7yxU7LgSRf,9,9,NA,NA,9,NA,NA,NA
7yxvdzUlm,5,NA,NA,NA,5,NA,NA,NA
7yxVHzupa8,5,5,NA,NA,5,NA,NA,NA
7yxWE_cihjl,5,NA,NA,NA,5,5,5,NA
7yxWMccsnjl,2,NA,NA,NA,2,2,2,NA
7yxZ3qs2ig,3,NA,NA,NA,3,3,3,NA
7yyf9yu3yQg,5,NA,NA,NA,5,5,5,NA
7yylFocohoe,2,NA,NA,NA,2,2,2,NA
7yYVqcs3ie,2,NA,NA,NA,2,2,2,NA
7yyW_9ci3je,4,NA,NA,NA,4,4,4,NA
7yyWm5s7Zkf,5,NA,NA,NA,5,5,5,NA
7yyZZh9j2ie,3,NA,NA,NA,3,3,3,NA
7yz0_4oapL,5,5,NA,NA,5,NA,NA,NA
7yZ5Dqa0QQ,5,NA,NA,NA,5,NA,NA,NA
7yZ5SDYTa8,4,4,NA,NA,4,NA,NA,NA
7yz90KF6TL,2,2,NA,NA,2,NA,NA,NA
7yzagtY6p8,2,2,NA,NA,2,NA,NA,NA
7yzaI4mk1g,5,5,5,5,5,5,5,NA
7yZbdU7gHRM,2,2,NA,NA,2,NA,NA,NA
7yZbhMda6U,5,5,NA,NA,5,NA,NA,NA
7yZe6P7eHCz,2,2,NA,NA,2,NA,NA,NA
7yZETIFT6L,2,2,NA,NA,2,NA,NA,NA
7yzFpbu6a8,5,5,NA,NA,5,NA,NA,NA
7yzl595i2se,2,NA,NA,NA,2,2,2,NA
7yZm8fd66U,5,5,NA,NA,5,NA,NA,NA
7yZne_1uh1Xg,5,NA,NA,NA,5,1,1,NA
7yzNSfOpaI,5,5,NA,NA,5,NA,NA,NA
7yZo7M_66L,5,5,NA,NA,5,NA,NA,NA
7yZoRd6pU,2,2,NA,NA,2,NA,NA,NA
7yZptJO217l,5,NA,NA,NA,5,5,5,NA
7yZpv1KTaI,5,5,NA,NA,5,NA,NA,NA
7yZQ24jpTU,5,5,NA,NA,5,NA,NA,NA
7yzUxtyO2JXe,5,NA,NA,NA,5,5,5,NA
7yZV_kd21Qx,5,NA,NA,NA,5,5,5,NA
7yZXiqi2sx,4,NA,NA,NA,4,4,4,NA
7yZxpOWbnue,5,5,NA,NA,5,NA,NA,NA
7ZMERMYzGFh,5,5,NA,NA,5,NA,NA,NA
7ZPJ9TDe3,5,5,NA,NA,5,NA,NA,NA
8_inEHY2si,3,3,NA,NA,3,NA,NA,NA
8_ovFQ5z_,5,NA,NA,NA,5,NA,NA,NA
8_V__trJSD,5,NA,NA,NA,5,NA,NA,NA
8_vWRfuSx,5,5,NA,NA,5,NA,NA,NA
81C8SuKbDak,7,7,NA,NA,7,NA,NA,NA
81GquMzpq5H,4,4,NA,NA,4,NA,NA,NA
81JGAdyrG0v,3,3,NA,NA,3,NA,NA,NA
81zO0HECefE,3,3,NA,NA,3,NA,NA,NA
83PAUmeOu5u,5,5,NA,NA,5,NA,NA,NA
84YGhhqP6p6,3,3,NA,NA,3,NA,NA,NA
854PpKORok,2,NA,NA,NA,2,NA,NA,NA
86GVGGPHY0j,2,2,NA,NA,2,NA,NA,NA
87f2ZUTbUwz,5,5,NA,NA,5,NA,NA,NA
88k0z6mvWJ4,2,2,NA,NA,2,NA,NA,NA
88MhwJM_A9,5,NA,NA,NA,5,NA,NA,NA
89CNRk6gNMk,2,2,NA,NA,2,NA,NA,NA
89yXNMPGdDd,4,4,NA,NA,4,NA,NA,NA
8AaKRz8YgD,11,11,NA,NA,11,NA,NA,NA
8Af9YZWKaNt,3,3,NA,NA,3,NA,NA,NA
8Aho4sF7ppN,3,3,NA,NA,3,NA,NA,NA
8ArwtuWN8JZ,3,3,NA,NA,3,NA,NA,NA
8bbhoGv8YqW,3,3,NA,NA,3,NA,NA,NA
8bRDqWaO6d6,4,4,NA,NA,4,NA,NA,NA
8C5WiGMdu,2,NA,NA,NA,2,NA,NA,NA
8cBzCqz0k7,5,NA,NA,NA,5,NA,NA,NA
8CFfoko3cMY,4,4,NA,NA,4,NA,NA,NA
8DCLAN1YwP,2,NA,NA,NA,2,2,2,NA
8dcWbXj4Ye3,3,3,NA,NA,3,NA,NA,NA
8DEuCKkMCQ5,5,5,NA,NA,5,NA,NA,NA
8e08s9yjQsz,5,5,NA,NA,5,NA,NA,NA
8eDDuA__Uvp,2,2,NA,NA,2,NA,NA,NA
8ESE3CN61Sr,3,3,NA,NA,3,NA,NA,NA
8EtghJB5A,2,2,NA,NA,2,NA,NA,NA
8f_qYVI00g,5,NA,NA,NA,5,NA,NA,NA
8fhzq187rA,4,NA,NA,NA,4,4,4,NA
8fnNHCEix,5,5,NA,NA,5,NA,NA,NA
8fNozMGr9,5,NA,NA,NA,5,NA,NA,NA
8fsbGZXAM,6,NA,NA,NA,6,6,6,NA
8fUtiwYeiO,2,NA,NA,NA,2,NA,NA,NA
8GqYxB6o7fj,4,4,NA,NA,4,NA,NA,NA
8GrLTbKLdo,3,NA,NA,NA,3,NA,NA,NA
8Gx8v3q7oOp,5,5,NA,NA,5,NA,NA,NA
8H8FZNwzeW4,4,4,NA,NA,4,NA,NA,NA
8hh55smzYQj,4,4,NA,NA,4,NA,NA,NA
8hmz5HMtnhs,3,3,NA,NA,3,NA,NA,NA
8HPkeVMYuAh,2,2,NA,NA,2,NA,NA,NA
8HZAGTg7ys,2,NA,NA,NA,2,NA,NA,NA
8iEXVwn75,3,NA,NA,NA,3,NA,NA,NA
8jAcSKYk8G9,4,4,NA,NA,4,NA,NA,NA
8Je42dr3,4,4,NA,NA,4,NA,NA,NA
8JNgmtpGbgw,3,3,NA,NA,3,NA,NA,NA
8js4r7eFUdX,5,5,NA,NA,5,NA,NA,NA
8jSGWPd27mo,10,10,NA,NA,10,NA,NA,NA
8K1tfhYuoBG,4,4,NA,NA,4,NA,NA,NA
8kAUEEAWoFF,5,5,NA,NA,5,NA,NA,NA
8kbyRtApZce,4,4,NA,NA,4,NA,NA,NA
8kxHzBEzFwg,5,5,NA,NA,5,NA,NA,NA
8l1D6AIxc,3,NA,NA,NA,3,NA,NA,NA
8lLB_lp5g,11,11,NA,NA,11,NA,NA,NA
8LnWPzoftW,2,2,NA,NA,2,NA,NA,NA
8MC6fCb5J3U,2,2,NA,NA,2,NA,NA,NA
8MhHOdmrsM9,5,5,NA,NA,5,NA,NA,NA
8mUsST2GZ,3,3,NA,NA,3,NA,NA,NA
8npomZaj2e5,2,2,NA,NA,2,NA,NA,NA
8nQxUw5G1yf,3,3,NA,NA,3,NA,NA,NA
8Nz6rQmdta,2,NA,NA,NA,2,NA,NA,NA
8NZK6UWh9,15,15,NA,NA,15,NA,NA,NA
8OcND3wA12,4,4,NA,NA,4,NA,NA,NA
8oHaJ5TcKA,2,NA,NA,NA,2,NA,NA,NA
8oUTPb2B,9,9,NA,NA,9,NA,NA,NA
8OwosaojJ4K,3,3,NA,NA,3,NA,NA,NA
8pApM0pTe8Z,5,5,NA,NA,5,NA,NA,NA
8PBmeT47FKX,6,6,NA,NA,6,NA,NA,NA
8PJt7MjPvB3,6,6,NA,NA,6,NA,NA,NA
8QmC9IybJr,5,NA,NA,NA,5,NA,NA,NA
8Quq5XrS5N5,4,4,NA,NA,4,NA,NA,NA
8rEgELEZe,2,NA,NA,NA,2,NA,NA,NA
8RN2rDRb8QA,3,3,NA,NA,3,NA,NA,NA
8RntJ5Fc94Z,10,10,NA,NA,10,NA,NA,NA
8RqPxaAW_dq,2,2,NA,NA,2,NA,NA,NA
8rrzSaJw3Gr,4,4,NA,NA,4,NA,NA,NA
8s3bn_dwip,4,NA,NA,NA,4,NA,NA,NA
8S6cxNu46jv,2,2,NA,NA,2,NA,NA,NA
8Sh8nm3v2z,4,NA,NA,NA,4,NA,NA,NA
8sk29hXBRYd,4,4,NA,NA,4,NA,NA,NA
8szna9PAKzD,5,5,NA,NA,5,NA,NA,NA
8TDpSzW_n2,5,5,NA,NA,5,NA,NA,NA
8TF8rFtbU5,2,NA,NA,NA,2,NA,NA,NA
8THbPy3coG8,4,4,NA,NA,4,NA,NA,NA
8tym3sSRQsn,6,6,NA,NA,6,NA,NA,NA
8u6_wKf5jWv,5,5,NA,NA,5,NA,NA,NA
8UeGzQ7Mhw3,6,6,NA,NA,6,NA,NA,NA
8ueMSBV7GRm,5,5,NA,NA,5,NA,NA,NA
8ugc88D94dK,2,2,NA,NA,2,NA,NA,NA
8UrceE5y7_,2,NA,NA,NA,2,NA,NA,NA
8V7JYtHF4p1,5,5,NA,NA,5,NA,NA,NA
8vqCJx9GJqQ,3,3,NA,NA,3,NA,NA,NA
8VS0ZUG7fvb,3,3,NA,NA,3,NA,NA,NA
8w_y8u4XpmE,16,16,NA,NA,16,NA,NA,NA
8WSYSd3h5PQ,2,2,NA,NA,2,NA,NA,NA
8WTM0gRwOzj,3,3,NA,NA,3,NA,NA,NA
8xhJ3GJQZ2,3,NA,NA,NA,3,NA,NA,NA
8xYrDFOEC,2,2,NA,NA,2,NA,NA,NA
8YBvOUB2Hc6,2,2,NA,NA,2,NA,NA,NA
8yoAzEk8Xeh,14,14,NA,NA,14,NA,NA,NA
8z4FY1L5v,4,NA,NA,NA,4,NA,NA,NA
8Z5wVK7ol,4,4,1,1,4,1,1,NA
8ZGyAAvMNp,2,NA,NA,NA,2,NA,NA,NA
8ZLLdL7OY7,69,69,69,69,NA,NA,NA,NA
8Zsr7bAg6,2,NA,NA,NA,2,2,2,NA
8ZUtK3ZFpT0,5,5,NA,NA,5,NA,NA,NA
9_94JyprnXz,6,6,NA,NA,6,NA,NA,NA
901z126RKz,4,NA,NA,NA,4,NA,NA,NA
90zfuoeTN4E,18,18,NA,NA,18,NA,NA,NA
92B0VwvU_s0,5,5,NA,NA,5,NA,NA,NA
92bNaugobdP,5,5,NA,NA,5,NA,NA,NA
92EM8Kv9ZvS,3,3,NA,NA,3,NA,NA,NA
92tcEw37Fvv,7,7,NA,NA,7,NA,NA,NA
93Y8VPGSyDK,5,5,NA,NA,5,NA,NA,NA
94ZE3xKPr54,4,4,NA,NA,4,NA,NA,NA
96oSHdMB1q,4,NA,NA,NA,4,NA,NA,NA
9a2tQr0TSVs,2,2,NA,NA,2,NA,NA,NA
9aG9JeKXx7T,32,32,NA,NA,32,NA,NA,NA
9AgOsUJSKyY,2,2,NA,NA,2,NA,NA,NA
9AHnm0jE0t2,5,5,NA,NA,5,NA,NA,NA
9aOpjMPjQx,5,NA,NA,NA,5,NA,NA,NA
9aSdqQ3QJ8c,3,3,NA,NA,3,NA,NA,NA
9BmsJzy4PTW,4,4,NA,NA,4,NA,NA,NA
9BVd4b1qWsa,5,4,NA,NA,5,NA,NA,NA
9c7vg9dJAkv,5,5,NA,NA,5,NA,NA,NA
9ccHSdARAQ6,4,4,NA,NA,4,NA,NA,NA
9Cqk3t2kmKn,9,9,NA,NA,9,NA,NA,NA
9cVbhAr2vdG,3,3,NA,NA,3,NA,NA,NA
9D7WJNZyjZy,3,3,NA,NA,3,NA,NA,NA
9DP8jM4mPHc,3,3,NA,NA,3,NA,NA,NA
9dr5_wgoCq,2,NA,NA,NA,2,NA,NA,NA
9ds9m_Wl9x,5,NA,NA,NA,5,NA,NA,NA
9DurwQ8wTR,5,NA,NA,NA,5,NA,NA,NA
9e_PXfsgo1m,2,2,NA,NA,2,NA,NA,NA
9EAqX0ddG2k,3,3,NA,NA,3,NA,NA,NA
9EEXXk_6jq,2,NA,NA,NA,2,NA,NA,NA
9eX49A4n7xW,5,5,NA,NA,5,NA,NA,NA
9Ez9Hz81qfT,4,4,NA,NA,4,NA,NA,NA
9EzsbvM8A4_,5,5,NA,NA,5,NA,NA,NA
9Ff25Sgf22,2,2,2,2,NA,NA,NA,NA
9fX9vHbBA5s,9,9,NA,NA,9,NA,NA,NA
9fyxw6b19jn,3,3,NA,NA,3,NA,NA,NA
9g_jRVYNqa,3,NA,NA,NA,3,NA,NA,NA
9g2REGJBACS,4,4,NA,NA,4,NA,NA,NA
9gQmd71emFG,5,5,NA,NA,5,NA,NA,NA
9HBkPHxyWE,4,NA,NA,NA,4,NA,NA,NA
9hEsxdm75Q,2,NA,NA,NA,2,NA,NA,NA
9hEYmKqFP,3,3,NA,NA,3,NA,NA,NA
9I19PDdETR,2,NA,NA,NA,2,NA,NA,NA
9iPXW6p6T9,5,NA,NA,NA,5,NA,NA,NA
9J5dyvxHfA,2,NA,NA,NA,2,NA,NA,NA
9Jd7bzYYRFK,2,2,NA,NA,2,NA,NA,NA
9JSwtaUIdH,5,NA,NA,NA,5,NA,NA,NA
9jt0q1Jcfyz,4,4,NA,NA,4,NA,NA,NA
9jtWvpojO,2,NA,NA,NA,2,NA,NA,NA
9JwxePZ4P0U,3,3,NA,NA,3,NA,NA,NA
9k2MnzZ1Ghb,3,3,NA,NA,3,NA,NA,NA
9Kdd8yOhAbg,3,3,NA,NA,3,NA,NA,NA
9kSkuGCGs_6,3,3,NA,NA,3,NA,NA,NA
9LctISJipt,6,NA,NA,NA,6,NA,NA,NA
9lnKvziTtL,4,NA,NA,NA,4,NA,NA,NA
9LuwGvfZ4z,5,NA,NA,NA,5,NA,NA,NA
9mAMyICO55,4,NA,NA,NA,4,NA,NA,NA
9MJeZ0CsPoD,3,3,NA,NA,3,NA,NA,NA
9nBoOemn2fC,2,2,NA,NA,2,NA,NA,NA
9NFR2VQ83p9,5,5,NA,NA,5,NA,NA,NA
9ofVka8sPkM,6,6,NA,NA,6,NA,NA,NA
9OJ3iBzP4,3,NA,NA,NA,3,3,3,NA
9oMY0NAFtbC,4,4,NA,NA,4,NA,NA,NA
9Ox26CoxLm,5,NA,NA,NA,5,NA,NA,NA
9oydG5Yu9fK,2,2,NA,NA,2,NA,NA,NA
9pf_pXk10Be,6,6,NA,NA,6,NA,NA,NA
9pHFhuBM8V,5,NA,NA,NA,5,5,5,NA
9Pu4NoBk9,4,NA,NA,NA,4,4,4,NA
9Q7HmdVn230,3,3,NA,NA,3,NA,NA,NA
9Qw5mRtz8Hx,3,3,NA,NA,3,NA,NA,NA
9r43OptfiK,2,NA,NA,NA,2,NA,NA,NA
9rnVqVPjgjM,4,4,NA,NA,4,NA,NA,NA
9s19ARD8mk,2,NA,NA,NA,2,NA,NA,NA
9SNVumNbr,2,2,NA,NA,2,NA,NA,NA
9SRh6VuZAj,3,NA,NA,NA,3,NA,NA,NA
9swu8SYTfBm,2,2,NA,NA,2,NA,NA,NA
9Sx_mHcvHy,5,NA,NA,NA,5,NA,NA,NA
9T1hAm5rCkq,5,5,NA,NA,5,NA,NA,NA
9tSgGHchnAu,3,3,NA,NA,3,NA,NA,NA
9tys19ttQDn,9,9,NA,NA,9,NA,NA,NA
9U5VvNRMazh,5,5,NA,NA,5,NA,NA,NA
9U9GyUuGlf,2,2,NA,NA,2,NA,NA,NA
9uIlCyTWM,4,4,NA,NA,4,NA,NA,NA
9usOKKBPTmr,6,6,NA,NA,6,NA,NA,NA
9VeWQz2Zk6_,5,5,NA,NA,5,NA,NA,NA
9vtAg9_1zAU,3,3,NA,NA,3,NA,NA,NA
9wc2JQP0m3v,4,4,NA,NA,4,NA,NA,NA
9WCFZEA6Xp8,4,4,NA,NA,4,NA,NA,NA
9WCZTYCpWqu,2,2,NA,NA,2,NA,NA,NA
9wk7bAj9wPW,4,4,NA,NA,4,NA,NA,NA
9WR8BP13zyZ,2,2,NA,NA,2,NA,NA,NA
9wW5iaHoK,2,2,NA,NA,2,NA,NA,NA
9Wx7BE0J6V6,8,NA,NA,NA,8,NA,NA,NA
9XDXC4Nv__9,6,6,NA,NA,6,NA,NA,NA
9YqjylVK,2,2,NA,NA,2,NA,NA,NA
9ZBCzYmJxhz,3,3,NA,NA,3,NA,NA,NA
9Zk37BCcy,2,NA,NA,NA,2,NA,NA,NA
9zVp84Zs80g,3,3,NA,NA,3,NA,NA,NA
a_R44v9meP8,5,5,NA,NA,5,NA,NA,NA
A0FAYSpVWfU,3,3,NA,NA,3,NA,NA,NA
A0QGHstCsVA,5,5,NA,NA,5,NA,NA,NA
a0rH2OHfUq,5,NA,NA,NA,5,NA,NA,NA
A0X_CAkXC7g,6,6,NA,NA,6,NA,NA,NA
a10UxmvV_Xm,5,5,NA,NA,5,NA,NA,NA
a190sl5hW_,5,NA,NA,NA,5,NA,NA,NA
A1aof9n8_ME,5,5,NA,NA,5,NA,NA,NA
A1D1SG4sMag,4,4,NA,NA,4,NA,NA,NA
a27VDMxwN,8,8,NA,NA,8,NA,NA,NA
A2cCX22F__,5,NA,NA,NA,5,NA,NA,NA
A2EqRAUVKq1,5,5,NA,NA,5,NA,NA,NA
A2t1SuWyqxD,26,26,NA,NA,26,NA,NA,NA
A2tKuwBB7K4,4,4,NA,NA,4,NA,NA,NA
a2vaktsZ3b,5,5,NA,NA,5,NA,NA,NA
a33YC1w_q1F,5,5,NA,NA,5,NA,NA,NA
a3A0WHQVD4n,3,3,NA,NA,3,NA,NA,NA
A3CRoTfyay,5,NA,NA,NA,5,NA,NA,NA
a3H9zCdo2Bu,3,3,NA,NA,3,NA,NA,NA
a3n5HRzpjjh,1,1,NA,NA,1,NA,NA,NA
a3qztqgYS,10,NA,NA,NA,10,NA,NA,NA
A49A2vugZbg,5,5,NA,NA,5,NA,NA,NA
a4qA9EdRS,4,NA,NA,NA,4,4,4,NA
A5alVVn5w,4,4,1,1,4,1,1,NA
a5IGtt0OMq,4,NA,NA,NA,4,NA,NA,NA
a5jKjDjrUMC,4,4,NA,NA,4,NA,NA,NA
a5LNcwSIP,4,NA,NA,NA,4,NA,NA,NA
A5pE3939EZf,6,6,NA,NA,6,NA,NA,NA
A5ZRUWs5Amu,2,2,NA,NA,2,NA,NA,NA
A64B7B22Na,2,NA,NA,NA,2,NA,NA,NA
a6KCFvdDt4,5,NA,NA,NA,5,NA,NA,NA
a7_mjOnmOct,6,6,NA,NA,6,NA,NA,NA
A7VJZwBE2O2,5,5,NA,NA,5,NA,NA,NA
A7XP_C4AEg1,7,7,NA,NA,7,NA,NA,NA
a8JPfoHmvow,5,5,NA,NA,5,NA,NA,NA
a8KJpZolr,4,4,4,4,NA,4,4,NA
A8MnXppSIk,2,NA,NA,NA,2,NA,NA,NA
a9AK5MUtJX1,42,42,NA,NA,42,NA,NA,NA
A9Fgk7dKZ1F,10,10,NA,NA,10,NA,NA,NA
A9fNRuAkKFs,3,3,NA,NA,3,NA,NA,NA
A9FsVsZVmaB,3,3,NA,NA,3,NA,NA,NA
A9oHu9WA09E,3,3,NA,NA,3,NA,NA,NA
A9oiWfe_zu,2,NA,NA,NA,2,NA,NA,NA
a9WrCgAGHh0,2,2,NA,NA,2,NA,NA,NA
aa1UgM_44MK,2,2,NA,NA,2,NA,NA,NA
aA8NUZgxExP,3,3,NA,NA,3,NA,NA,NA
AADuWyzAuMb,2,2,NA,NA,2,NA,NA,NA
aAEG9YunzU4,3,3,NA,NA,3,NA,NA,NA
aAfwQHOm7mC,4,4,NA,NA,4,NA,NA,NA
AAHAMk6J8Ko,6,6,NA,NA,6,NA,NA,NA
aAnAPd_78QM,4,4,NA,NA,4,NA,NA,NA
AAQ6rX5XkE5,2,2,NA,NA,2,NA,NA,NA
aArT5OjvJH,4,NA,NA,NA,4,NA,NA,NA
aATmk6JQEQ,5,NA,NA,NA,5,NA,NA,NA
aaVUHUeLXo,5,NA,NA,NA,5,NA,NA,NA
aaWEKVq_j1M,3,3,NA,NA,3,NA,NA,NA
aaxgOpx4OU,5,NA,NA,NA,5,NA,NA,NA
ABaQ3htY0,3,3,NA,NA,3,NA,NA,NA
aBatksj8bRo,3,3,NA,NA,3,NA,NA,NA
ABDqHbBxfkm,4,4,NA,NA,4,NA,NA,NA
abO08AHSEKV,2,2,NA,NA,2,NA,NA,NA
ABT_zLKkS1,5,NA,NA,NA,5,NA,NA,NA
abVQUSM4V9,4,NA,NA,NA,4,NA,NA,NA
ABytxpzdPWG,3,3,NA,NA,3,NA,NA,NA
AC5hhY1GiD,5,NA,NA,NA,5,NA,NA,NA
AC6fbKZbZqO,5,5,NA,NA,5,NA,NA,NA
acC0vWasfVn,3,3,NA,NA,3,NA,NA,NA
acDSMkmOK,2,NA,NA,NA,2,NA,NA,NA
AcDV9ZtocBh,5,5,NA,NA,5,NA,NA,NA
acFyN_8G6fU,2,2,NA,NA,2,NA,NA,NA
aCGuEgOAmVh,5,5,NA,NA,5,NA,NA,NA
aCpJP21NcsE,5,5,NA,NA,5,NA,NA,NA
Acr0v0gm5J3,3,3,NA,NA,3,NA,NA,NA
ACrzHZer61,4,4,NA,NA,4,NA,NA,NA
AcS3jvwFxgp,2,2,NA,NA,2,NA,NA,NA
aCWaERKDyw,3,3,3,3,NA,3,3,NA
Acx9GeH99h3,2,2,NA,NA,2,NA,NA,NA
AcXO5Z9wju,5,NA,NA,NA,5,NA,NA,NA
Ad5Q737f_XC,3,3,NA,NA,3,NA,NA,NA
AdEEzPzh6CV,8,8,NA,NA,8,NA,NA,NA
adGZxLp7hy,3,NA,NA,NA,3,NA,NA,NA
aDKSqqj7i,6,NA,NA,NA,6,NA,NA,NA
ADxSEaRErxp,2,2,NA,NA,2,NA,NA,NA
aDXwN07B8j3,23,23,NA,NA,23,NA,NA,NA
aEfRtKaVCc5,5,5,NA,NA,5,NA,NA,NA
aeFtJL1mc,2,NA,NA,NA,2,NA,NA,NA
aEFX6yxUuqW,3,3,NA,NA,3,NA,NA,NA
aEHw_Kgd9KW,3,3,NA,NA,3,NA,NA,NA
AeMX_K4jmH1,3,3,NA,NA,3,NA,NA,NA
aEn8V9evMNo,2,2,NA,NA,2,NA,NA,NA
aEOuh8a67t3,5,5,NA,NA,5,NA,NA,NA
AeP7psORpyY,2,2,NA,NA,2,NA,NA,NA
AERzGWNpZng,5,5,NA,NA,5,NA,NA,NA
AeTOh1ke1y_,4,4,NA,NA,4,NA,NA,NA
aETOQdvRc8w,4,4,NA,NA,4,NA,NA,NA
AF4fQRapAcU,5,5,NA,NA,5,NA,NA,NA
aFEHExnuX,4,NA,NA,NA,4,NA,NA,NA
AffsQhKESyV,6,6,NA,NA,6,NA,NA,NA
AffUXsK39Ag,5,5,NA,NA,5,NA,NA,NA
AFJ9UmRtgSj,8,8,NA,NA,8,NA,NA,NA
AFK3321pNe3,3,3,NA,NA,3,NA,NA,NA
AFm0SshF8Hy,3,3,NA,NA,3,NA,NA,NA
aFUAQJhZVf,12,12,NA,NA,12,NA,NA,NA
ag50tAUy4,3,3,NA,NA,3,NA,NA,NA
AgcagpTj2FB,4,4,NA,NA,4,NA,NA,NA
aGCZEgh1yp3,5,5,NA,NA,5,NA,NA,NA
agPCEsvdKek,2,2,NA,NA,2,NA,NA,NA
Agqa_wRkvNn,5,5,NA,NA,5,NA,NA,NA
AgR1_zHzAfg,2,2,NA,NA,2,NA,NA,NA
aGrBKtoEAsA,3,3,NA,NA,3,NA,NA,NA
agsJ0VXO6pX,15,15,NA,NA,15,NA,NA,NA
AgYD0jpDUN3,4,4,NA,NA,4,NA,NA,NA
aGyJhXeC3g9,7,7,NA,NA,7,NA,NA,NA
ahaKA8AF05r,3,3,NA,NA,3,NA,NA,NA
AhbvG7kJkN,5,NA,NA,NA,5,NA,NA,NA
AHcn_rRMQd7,2,2,NA,NA,2,NA,NA,NA
ahDdzcxhYd9,2,2,NA,NA,2,NA,NA,NA
AhG2hnn_65B,5,5,NA,NA,5,NA,NA,NA
AhGhSbFKmS,5,NA,NA,NA,5,NA,NA,NA
aHgK_a3wkFA,3,3,NA,NA,3,NA,NA,NA
AHRbC07kj0j,5,5,NA,NA,5,NA,NA,NA
ahvgyoSv4_h,2,2,NA,NA,2,NA,NA,NA
AHZc7kVNekA,3,3,NA,NA,3,NA,NA,NA
ahzmGH13uug,2,2,NA,NA,2,NA,NA,NA
Aj1JAsQguf7,2,2,NA,NA,2,NA,NA,NA
Aj4GkmpbyAF,19,19,NA,NA,19,NA,NA,NA
AJ84gOke6p5,14,14,NA,NA,14,NA,NA,NA
aJ8ezA8jzuv,2,2,NA,NA,2,NA,NA,NA
Aj91o_1ZotY,3,3,NA,NA,3,NA,NA,NA
ajbgLL5ZHR,4,NA,NA,NA,4,NA,NA,NA
aJCpgCXcJ12,2,2,NA,NA,2,NA,NA,NA
AJhDX2OmNC2,5,5,NA,NA,5,NA,NA,NA
AJhgTgSqWV8,5,5,NA,NA,5,NA,NA,NA
AJJcn61eFa,5,NA,NA,NA,5,NA,NA,NA
ajMuRfuU11p,3,3,NA,NA,3,NA,NA,NA
aJOAaToxUnu,8,8,NA,NA,8,NA,NA,NA
AjON9EjW9hE,2,2,NA,NA,2,NA,NA,NA
AjRk4ofHd6,3,3,NA,NA,3,NA,NA,NA
AJTS9KhIu,2,NA,NA,NA,2,NA,NA,NA
Ajy8mh8eq93,3,3,NA,NA,3,NA,NA,NA
AK2RgBxN_,4,4,NA,NA,4,NA,NA,NA
aKBA6kv21Wg,7,7,NA,NA,7,NA,NA,NA
AKD5YLTU9F,2,NA,NA,NA,2,NA,NA,NA
AKf87ZXtCzr,4,4,NA,NA,4,NA,NA,NA
aKp9sdRMkbr,4,4,NA,NA,4,NA,NA,NA
AKpeNroaJEW,14,14,NA,NA,14,NA,NA,NA
AKPyxebAH0H,4,4,NA,NA,4,NA,NA,NA
AkqANeAosVv,10,10,NA,NA,10,NA,NA,NA
akrn4kCwkSC,8,8,NA,NA,8,NA,NA,NA
AkWp9Oz7Q2j,3,3,NA,NA,3,NA,NA,NA
AKzFC9Ebn7j,4,4,NA,NA,4,NA,NA,NA
ALgchx7JF,4,NA,NA,NA,4,NA,NA,NA
aMbU0w_SxK,2,NA,NA,NA,2,NA,NA,NA
amC6qwn9_d,6,NA,NA,NA,6,6,6,NA
aMDE1l5Zq,5,NA,NA,NA,5,NA,NA,NA
AMdegAbr97,5,NA,NA,NA,5,5,5,NA
AmEXGQGEWWG,3,3,NA,NA,3,NA,NA,NA
AmHceTQf_Gw,5,5,NA,NA,5,NA,NA,NA
AMKdkcEoFt0,6,6,NA,NA,6,NA,NA,NA
aMxUmwduTn,5,NA,NA,NA,5,NA,NA,NA
AmyA__NjMvd,6,6,NA,NA,6,NA,NA,NA
AMyZu6AUjUZ,2,2,NA,NA,2,NA,NA,NA
An4npMH575J,4,4,NA,NA,4,NA,NA,NA
aN6xcZ5Zef,7,NA,NA,NA,7,NA,NA,NA
an8RvYaZgAc,5,5,NA,NA,5,NA,NA,NA
ancU83sFaA,3,3,NA,NA,3,NA,NA,NA
aNn0GfU_q06,2,2,NA,NA,2,NA,NA,NA
AnNsommr6U7,5,5,NA,NA,5,NA,NA,NA
AnOffhpE9_T,2,2,NA,NA,2,NA,NA,NA
aNR3d96cAOE,3,3,NA,NA,3,NA,NA,NA
anVCExdacDZ,5,5,NA,NA,5,NA,NA,NA
anxS9Q3nH_y,7,7,NA,NA,7,NA,NA,NA
anypcfKKodf,2,2,NA,NA,2,NA,NA,NA
